"section","Frequency rank","Occurrences","absolut alphabetic order","lex","Vocalized lexeme","verbal class 1st cons","verbal class 2nd cons","verbal class 3rd cons","verbal class other","verbal class list with formula","verbal class list witout formula","Part of speech","Verbal stems","Current EN glosses","Vocalized lexeme as in Mitchel (print edition)","Vocalized lexeme as in Mitchel (Logos version)","Mitchel Section","Rational for change","Mitchel non-verb gloss ES","New glosses_with_prioritized displayed meaning of verbs_without_excel_formula_ES","New glosses (verbs:prioritized displayed meaning of verbs) with excel formula ES","meaning fixed","Qal=1 ES","Nifal=2 ES","Piel=3 ES","Pual=4 ES","Hitpael=5 ES","Hifil=6 ES","Hofal=7 ES","Hishtafal=8 ES","Passive qal=9 ES","Etpaal=1 ES","Nitpael=11 ES","Hotpaal=12 ES","Tifal=13 ES","Hitpoal=14 ES","Poal=15 ES","Poel=16 ES"
,8088,1,8498,"TRWPH/","תְּרוּפָה ",,,,,", , , ",,"subs",,"medicine","x",,,,"#N/A","remédio",,,,,,,,,,,,,,,,,,
,8089,1,8502,"TRXNH/","תִּרְחֲנָה ",,,,,", , , ",,"nmpr",,"Tirhanah","x",,,,"#N/A","Tirana",,,,,,,,,,,,,,,,,,
,8090,1,8499,"TRZH/","תִּרְזָה ",,,,,", , , ",,"subs",,"<tree>, cypress?","x",,,,"#N/A","cipreste? (árvore)",,,,,,,,,,,,,,,,,,
,8091,1,8290,"TWH[","תוה I",,,"iii-hey",,", , iii-hey, ","iii-hey","verb","hif","grieve","x",,,,"#N/A","hi: afligirse;","qal: ; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: afligirse; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","no decision",,,,,,"afligirse",,,,,,,,,,
,8092,1,8302,"TWL<J/","תֹּולָעִי ",,,,,", , , ",,"adjv",,"Tolaite","x",,,,"#N/A","tolaíta",,,,,,,,,,,,,,,,,,
,8093,1,8296,"TWLD/","תֹּולָד ",,,,,", , , ",,"nmpr",,"Tolad","x",,,,"#N/A","Tolad",,,,,,,,,,,,,,,,,,
,8094,1,8298,"TWLL/","תֹּולָל ",,,,,", , , ",,"subs",,"tormenter?","x",,,,"#N/A","atormentador?",,,,,,,,,,,,,,,,,,
,8095,1,8308,"TWQ<JM/","תֹּוקְעִים ",,,,,", , , ",,"subs",,"handshake","x",,,,"#N/A","aperto de mão",,,,,,,,,,,,,,,,,,
,8096,1,8315,"TWTX/","תֹּותָח ",,,,,", , , ",,"subs",,"club","x",,,,"#N/A","clube",,,,,,,,,,,,,,,,,,
,8097,1,8291,"TWX/","תֹּוחַ ",,,,,", , , ",,"nmpr",,"Toah","x",,,,"#N/A","Toah",,,,,,,,,,,,,,,,,,
,8098,1,8335,"TXC=/","תַּחַשׁ II",,,,,", , , ",,"nmpr",,"Tahash","x",,,,"#N/A","Tahash",,,,,,,,,,,,,,,,,,
,8099,1,8320,"TXKMNJ/","תַּחְכְּמֹנִי ",,,,,", , , ",,"adjv",,"Tahkemonite","x",,,,"#N/A","Taquemonite",,,,,,,,,,,,,,,,,,
,8100,1,8326,"TXNH=/","תְּחִנָּה II",,,,,", , , ",,"nmpr",,"Tehinnah","x",,,,"#N/A","Tehiná",,,,,,,,,,,,,,,,,,
,8101,1,8328,"TXNJ/","תַּחֲנִי ",,,,,", , , ",,"adjv",,"Tahanite","x",,,,"#N/A","Tahanita",,,,,,,,,,,,,,,,,,
,8102,1,8329,"TXNTJ/","תַּחֲנֹתִי ",,,,,", , , ",,"subs",,"<uncertain>","x",,,,"#N/A","(incerto)",,,,,,,,,,,,,,,,,,
,8103,1,8333,"TXR</","תַּחְרֵעַ ",,,,,", , , ",,"nmpr",,"Tahrea","x",,,,"#N/A","Tahrea",,,,,,,,,,,,,,,,,,
,8104,1,8341,"TXTJM_XDCJ/","תַּחְתִּים חָדְשִׁי ",,,,,", , , ",,"nmpr",,"Tahtim Hodshi","x",,,,"#N/A","Tahtim Hodshi",,,,,,,,,,,,,,,,,,
,8105,1,8319,"TXW/","תֹּחוּ ",,,,,", , , ",,"nmpr",,"Tohu","x",,,,"#N/A","Tohu",,,,,,,,,,,,,,,,,,
,8106,1,8316,"TZZ[","תזז ",,,,"geminate",", , , geminate","geminate","verb","hif","strike away","x",,,,"#N/A","hi: golpear lejos;","qal: ; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: golpear lejos; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","no decision",,,,,,"golpear lejos",,,,,,,,,,
,8107,1,2842,"V<H[","טעה ",,"ii-guttural","iii-hey",,", ii-guttural, iii-hey, ","ii-guttural, iii-hey","verb","hif","lead astray","x",,,,"#N/A","hi: llevar por mal camino;","qal: ; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: llevar por mal camino; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","no decision",,,,,,"llevar por mal camino",,,,,,,,,,
,8108,1,2846,"V<N[","טען I",,"ii-guttural",,,", ii-guttural, , ","ii-guttural","verb","qal","load","x",,,,"#N/A","qal: cargar;","qal: cargar; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","no decision","cargar",,,,,,,,,,,,,,,
,8109,1,2845,"V<N=[","טען II",,"ii-guttural",,,", ii-guttural, , ","ii-guttural","verb","pual","be pierced","x",,,,"#N/A","pu: ser perforado;","qal: ; qal pass: ; ni: ; pi: ; pu: ser perforado; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","no decision",,,,"ser perforado",,,,,,,,,,,,
,8110,1,2776,"V>V>[","טאטא ",,,,"4 root verb",", , , 4 root verb","4 root verb","verb","piel","sweep","x",,,,"#N/A","pi: para barrer;","qal: ; qal pass: ; ni: ; pi: para barrer; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","no decision",,,"para barrer",,,,,,,,,,,,,
,8111,1,2788,"VBLJHW/","טְבַלְיָהוּ ",,,,,", , , ",,"nmpr",,"Tabaliah","x",,,,"#N/A","Tabaliah",,,,,,,,,,,,,,,,,,
,8112,1,2792,"VBRMN/","טַבְרִמֹּן ",,,,,", , , ",,"nmpr",,"Tabrimmon","x",,,,"#N/A","Tabrimmon",,,,,,,,,,,,,,,,,,
,8113,1,2793,"VBT/","טַבָּת I",,,,,", , , ",,"nmpr",,"Tabbath","x",,,,"#N/A","Tabbath",,,,,,,,,,,,,,,,,,
,8114,1,2794,"VBT=/","טֵבֵת II",,,,,", , , ",,"nmpr",,"Tebeth <month>","x",,,,"#N/A","Tebete (mês)",,,,,,,,,,,,,,,,,,
,8115,1,2778,"VBWLJM/","טְבוּלִים ",,,,,", , , ",,"subs",,"turban","x",,,,"#N/A","turbante",,,,,,,,,,,,,,,,,,
,8116,1,2782,"VBX==/","טֶבַח III",,,,,", , , ",,"nmpr",,"Tebah","x",,,,"#N/A","Tebah",,,,,,,,,,,,,,,,,,
,8117,1,2785,"VBXH=/","טַבָּחָה II",,,,,", , , ",,"subs",,"female cook","x",,,,"#N/A","cozinheira",,,,,,,,,,,,,,,,,,
,8118,1,2786,"VBXT/","טִבְחַת ",,,,,", , , ",,"nmpr",,"Tibhath","x",,,,"#N/A","Tibhath",,,,,,,,,,,,,,,,,,
,8119,1,2822,"VJX/","טִיחַ ",,,,,", , , ",,"subs",,"coating","x",,,,"#N/A","Revestimento",,,,,,,,,,,,,,,,,,
,8120,1,2827,"VL>JM/","טְלָאִים ",,,,,", , , ",,"nmpr",,"Telaim","x",,,,"#N/A","Telaim",,,,,,,,,,,,,,,,,,
,8121,1,2830,"VLJ/","טְלִי ",,,,,", , , ",,"subs",,"lamb","x",,,,"#N/A","Borrego",,,,,,,,,,,,,,,,,,
,8122,1,2831,"VLL[","טלל ",,,,"geminate",", , , geminate","geminate","verb","piel","cover over, roof","x",,,,"#N/A","pi: cubrir, techar;","qal: ; qal pass: ; ni: ; pi: cubrir, techar; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","no decision",,,"cubrir, techar",,,,,,,,,,,,,
,8123,1,2832,"VLM/","טֶלֶם I",,,,,", , , ",,"nmpr",,"Telem","x",,,,"#N/A","Telem",,,,,,,,,,,,,,,,,,
,8124,1,2833,"VLM=/","טֶלֶם II",,,,,", , , ",,"nmpr",,"Telem","x",,,,"#N/A","Telem",,,,,,,,,,,,,,,,,,
,8125,1,2829,"VLVLH/","טַלְטֵלָה ",,,,,", , , ",,"subs",,"hurling","x",,,,"#N/A","arremessando",,,,,,,,,,,,,,,,,,
,8126,1,2838,"VMH[","טמה ",,,"iii-hey",,", , iii-hey, ","iii-hey","verb","nif","be regarded as unclean?","x",,,,"#N/A","ni: ser considerado impuro?;","qal: ; qal pass: ; ni: ser considerado impuro?; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","no decision",,"ser considerado impuro?",,,,,,,,,,,,,,
,8127,1,2841,"VNP[","טנף ",,,,"regular",", , , regular","regular","verb","piel","soil","x",,,,"#N/A","pi: al suelo;","qal: ; qal pass: ; ni: ; pi: al suelo; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","no decision",,,"al suelo",,,,,,,,,,,,,
,8128,1,2857,"VPC[","טפשׁ ",,,,"regular",", , , regular","regular","verb","qal","be unfeeling, be gross","x",,,,"#N/A","qal: ser insensible, ser asqueroso;","qal: ser insensible, ser asqueroso; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","no decision","ser insensible, ser asqueroso",,,,,,,,,,,,,,,
,8129,1,2856,"VPP[","טפף ",,,,"geminate",", , , geminate","geminate","verb","qal","trip along","x",,,,"#N/A","qal: viajar a lo largo;","qal: viajar a lo largo; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","no decision","viajar a lo largo",,,,,,,,,,,,,,,
,8130,1,2858,"VPT/","טָפַת ",,,,,", , , ",,"nmpr",,"Taphath","x",,,,"#N/A","Taphath",,,,,,,,,,,,,,,,,,
,8131,1,2851,"VPX[","טפח I",,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","piel","spread out","x",,,,"#N/A","pi: para extenderse;","qal: ; qal pass: ; ni: ; pi: para extenderse; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","no decision",,,"para extenderse",,,,,,,,,,,,,
,8132,1,2850,"VPX=[","טפח II",,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","piel","give birth to","x",,,,"#N/A","pi: para dar a luz;","qal: ; qal pass: ; ni: ; pi: para dar a luz; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","no decision",,,"para dar a luz",,,,,,,,,,,,,
,8133,1,2853,"VPXJM/","טִפֻּחִים ",,,,,", , , ",,"subs",,"children?","x",,,,"#N/A","crianças?",,,,,,,,,,,,,,,,,,
,8134,1,2861,"VRX[","טרח ",,"ii-guttural","iii-guttural",,", ii-guttural, iii-guttural, ","ii-guttural, iii-guttural","verb","hif","burden","x",,,,"#N/A","hi: cargar;","qal: ; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: cargar; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","no decision",,,,,,"cargar",,,,,,,,,,
,8135,1,2804,"VWB_>DNJH/","טֹוב אֲדֹנִיָּה ",,,,,", , , ",,"nmpr",,"Tob-Adonijah","x",,,,"#N/A","Tob-Adonias",,,,,,,,,,,,,,,,,,
,8136,1,2807,"VWBJHW/","טֹובִיָּהוּ ",,,,,", , , ",,"nmpr",,"Tobijah","x",,,,"#N/A","Tobias",,,,,,,,,,,,,,,,,,
,8137,1,2813,"VWF[","טושׂ ",,"ii-waw",,,", ii-waw, , ","ii-waw","verb","qal","flutter to and fro","x",,,,"#N/A","qal: revolotear de un lado a otro;","qal: revolotear de un lado a otro; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","no decision","revolotear de un lado a otro",,,,,,,,,,,,,,,
,8138,1,2814,"VXH[","טחה ",,"ii-guttural","iii-hey",,", ii-guttural, iii-hey, ","ii-guttural, iii-hey","verb","piel","shoot","x",,,,"#N/A","pi: para disparar;","qal: ; qal pass: ; ni: ; pi: para disparar; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","no decision",,,"para disparar",,,,,,,,,,,,,
,8139,1,2819,"VXNH/","טַחֲנָה ",,,,,", , , ",,"subs",,"mill","x",,,,"#N/A","moinho",,,,,,,,,,,,,,,,,,
,8140,1,2820,"VXNWT/","טֹחֲנֹות ",,,,,", , , ",,"subs",,"molar teeth","x",,,,"#N/A","dentes molares",,,,,,,,,,,,,,,,,,
,8141,1,2815,"VXWN/","טְחֹון ",,,,,", , , ",,"subs",,"hand-mill","x",,,,"#N/A","moinho manual",,,,,,,,,,,,,,,,,,
,8142,1,2817,"VXX[","טחח ",,"ii-guttural",,"geminate",", ii-guttural, , geminate","ii-guttural, geminate","verb","qal","be besmeared","x",,,,"#N/A","qal: estar embadurnado;","qal: estar embadurnado; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","no decision","estar embadurnado",,,,,,,,,,,,,,,
,8143,1,1962,"WCNJ/","וַשְׁנִי ",,,,,", , , ",,"subs",,,"x",,,,"#N/A","Vashni",,,,,,,,,,,,,,,,,,
,8144,1,1954,"WDN/","וְדָן ",,,,,", , , ",,"nmpr",,"Dan?","x",,,,"#N/A","Dan?",,,,,,,,,,,,,,,,,,
,8145,1,1955,"WHB/","וָהֵב ",,,,,", , , ",,"nmpr",,"Waheb","x",,,,"#N/A","Waheb",,,,,,,,,,,,,,,,,,
,8146,1,1958,"WJZT>/","וַיְזָתָא ",,,,,", , , ",,"nmpr",,"Vaizatha","x",,,,"#N/A","Vaizatha",,,,,,,,,,,,,,,,,,
,8147,1,1959,"WLD/","וָלָד ",,,,,", , , ",,"subs",,"child","x",,,,"#N/A","filho",,,,,,,,,,,,,,,,,,
,8148,1,1960,"WNJH/","וַנְיָה ",,,,,", , , ",,"nmpr",,"Vaniah","x",,,,"#N/A","Vaniah",,,,,,,,,,,,,,,,,,
,8149,1,1961,"WPSJ/","וָפְסִי ",,,,,", , , ",,"nmpr",,"Vophsi","x",,,,"#N/A","Vophsi",,,,,,,,,,,,,,,,,,
,8150,1,1957,"WZR/","וָזָר ",,,,,", , , ",,"adjv",,"guilty","x",,,,"#N/A","culpado",,,,,,,,,,,,,,,,,,
,8151,1,2140,"XB/","חֹב ",,,,,", , , ",,"subs",,"fold of garment, pocket","x",,,,"#N/A","dobra de roupa, bolso",,,,,,,,,,,,,,,,,,
,8152,1,2143,"XBB[","חבב ","i-guttural",,,"geminate","i-guttural, , , geminate","i-guttural, geminate","verb","qal","love","x",,,,"#N/A","qal: amar;","qal: amar; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","no decision","amar",,,,,,,,,,,,,,,
,8153,1,2144,"XBH/","חֻבָּה ",,,,,", , , ",,"nmpr",,"Hubbah","x",,,,"#N/A","Hubbah",,,,,,,,,,,,,,,,,,
,8154,1,2150,"XBJWN/","חֶבְיֹון ",,,,,", , , ",,"subs",,"hiding, veil","x",,,,"#N/A","esconder, véu",,,,,,,,,,,,,,,,,,
,8155,1,2156,"XBL=====/","חִבֵּל VI",,,,,", , , ",,"subs",,"mast?","x",,,,"#N/A","mastro?",,,,,,,,,,,,,,,,,,
,8156,1,2157,"XBL======/","חֵבֶל VII",,,,,", , , ",,"subs",,"foetus","x",,,,"#N/A","feto",,,,,,,,,,,,,,,,,,
,8157,1,2161,"XBLH/","חֲבֹלָה ",,,,,", , , ",,"subs",,"pledge","x",,,,"#N/A","juramento",,,,,,,,,,,,,,,,,,
,8158,1,2172,"XBR=[","חבר II","i-guttural",,"iii-guttural",,"i-guttural, , iii-guttural, ","i-guttural, iii-guttural","verb","hif","be brilliant","x",,,,"#N/A","hi: ser brillante;","qal: ; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ser brillante; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","no decision",,,,,,"ser brillante",,,,,,,,,,
,8159,1,2170,"XBR==/","חַבָּר III",,,,,", , , ",,"subs",,"companion","x",,,,"#N/A","companheiro",,,,,,,,,,,,,,,,,,
,8160,1,2174,"XBRBRT/","חֲבַרְבֻּרֹת ",,,,,", , , ",,"subs",,"marks","x",,,,"#N/A","marcas",,,,,,,,,,,,,,,,,,
,8161,1,2175,"XBRH/","חֶבְרָה ",,,,,", , , ",,"subs",,"company, community","x",,,,"#N/A","empresa, comunidade",,,,,,,,,,,,,,,,,,
,8162,1,2178,"XBRJ/","חֶבְרִי ",,,,,", , , ",,"adjv",,"Heberite","x",,,,"#N/A","heberita",,,,,,,,,,,,,,,,,,
,8163,1,2181,"XBRT=/","חֲבֶרֶת II",,,,,", , , ",,"subs",,"companion, wife","x",,,,"#N/A","companheira, esposa",,,,,,,,,,,,,,,,,,
,8164,1,2183,"XBTJM/","חֲבִתִּים ",,,,,", , , ",,"subs",,"flat cakes","x",,,,"#N/A","bolos planos",,,,,,,,,,,,,,,,,,
,8165,1,2164,"XBYNJH/","חֲבַצִּנְיָה ",,,,,", , , ",,"nmpr",,"Habazziniah","x",,,,"#N/A","Habazziniah",,,,,,,,,,,,,,,,,,
,8166,1,2713,"XCBDNH/","חַשְׁבַּדָּנָה ",,,,,", , , ",,"nmpr",,"Hashbaddanah","x",,,,"#N/A","Hashbaddanah",,,,,,,,,,,,,,,,,,
,8167,1,2714,"XCBH/","חֲשֻׁבָה ",,,,,", , , ",,"nmpr",,"Hashubah","x",,,,"#N/A","Hashubah",,,,,,,,,,,,,,,,,,
,8168,1,2720,"XCBNH/","חֲשַׁבְנָה ",,,,,", , , ",,"nmpr",,"Hashabnah","x",,,,"#N/A","Hashabná",,,,,,,,,,,,,,,,,,
,8169,1,2728,"XCK=/","חָשֹׁךְ II",,,,,", , , ",,"adjv",,"dark, low","x",,,,"#N/A","escuro, baixo",,,,,,,,,,,,,,,,,,
,8170,1,2732,"XCL[","חשׁל ","i-guttural",,,,"i-guttural, , , ","i-guttural","verb","nif","lie behind; straggler","x",,,,"#N/A","ni: acostarse detrás; rezagado;","qal: ; qal pass: ; ni: acostarse detrás; rezagado; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","no decision",,"acostarse detrás; rezagado",,,,,,,,,,,,,,
,8171,1,2734,"XCM=/","חֻשִׁם II",,,,,", , , ",,"nmpr",,"Hushites","x",,,,"#N/A","Hushitas",,,,,,,,,,,,,,,,,,
,8172,1,2739,"XCMNJM/","חַשְׁמַנִּים ",,,,,", , , ",,"subs",,"bronzeware?","x",,,,"#N/A","bronze?",,,,,,,,,,,,,,,,,,
,8173,1,2736,"XCMWN/","חֶשְׁמֹון ",,,,,", , , ",,"nmpr",,"Heshmon","x",,,,"#N/A","Heshmon",,,,,,,,,,,,,,,,,,
,8174,1,2745,"XCQ=/","חִשֻּׁק II",,,,,", , , ",,"subs",,"spoke of a wheel","x",,,,"#N/A","falou de uma roda",,,,,,,,,,,,,,,,,,
,8175,1,2747,"XCR/","חִשֻּׁר ",,,,,", , , ",,"subs",,"nave, hub of a wheel","x",,,,"#N/A","nave, cubo de uma roda",,,,,,,,,,,,,,,,,,
,8176,1,2748,"XCRH/","חַשְׁרָה ",,,,,", , , ",,"subs",,"sieve","x",,,,"#N/A","peneira",,,,,,,,,,,,,,,,,,
,8177,1,2202,"XD=/","חַד II",,,,,", , , ",,"subs",,"one","x",,,,"#N/A","único",,,,,,,,,,,,,,,,,,
,8178,1,2220,"XDC==/","חֹדֶשׁ III",,,,,", , , ",,"nmpr",,"Hodesh","x",,,,"#N/A","Hodesh",,,,,,,,,,,,,,,,,,
,8179,1,2222,"XDCH/","חֲדָשָׁה ",,,,,", , , ",,"nmpr",,"Hadashah","x",,,,"#N/A","Hadashah",,,,,,,,,,,,,,,,,,
,8180,1,2210,"XDL=/","חֶדֶל II",,,,,", , , ",,"subs",,"world?","x",,,,"#N/A","mundo?",,,,,,,,,,,,,,,,,,
,8181,1,2212,"XDLJ/","חַדְלָי ",,,,,", , , ",,"nmpr",,"Hadlai","x",,,,"#N/A","Hadlai",,,,,,,,,,,,,,,,,,
,8182,1,2216,"XDR[","חדר ","i-guttural",,,,"i-guttural, , , ","i-guttural","verb","qal","surround","x",,,,"#N/A","qal: rodear;","qal: rodear; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","no decision","rodear",,,,,,,,,,,,,,,
,8183,1,2217,"XDRK/","חַדְרָךְ ",,,,,", , , ",,"nmpr",,"Hadrach","x",,,,"#N/A","Hadrach",,,,,,,,,,,,,,,,,,
,8184,1,2206,"XDWDJM/","חַדּוּדִים ",,,,,", , , ",,"subs",,"points","x",,,,"#N/A","pontos",,,,,,,,,,,,,,,,,,
,8185,1,2741,"XFP/","חָשִׂף ",,,,,", , , ",,"subs",,"handful","x",,,,"#N/A","punhado",,,,,,,,,,,,,,,,,,
,8186,1,2742,"XFP=[","חשׂף II","i-guttural",,,"regular","i-guttural, , , regular","i-guttural, regular","verb","qal","accelerate","x",,,,"#N/A","qal: acelerar;","qal: acelerar; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","no decision","acelerar",,,,,,,,,,,,,,,
,8187,1,2725,"XFWPJ/","חֲשׂוּפַי ",,,,,", , , ",,"subs",,"<uncertain>","x",,,,"#N/A","(incerto)",,,,,,,,,,,,,,,,,,
,8188,1,2185,"XG>/","חָגָּא ",,,,,", , , ",,"subs",,"terror, dread","x",,,,"#N/A","terror, pavor",,,,,,,,,,,,,,,,,,
,8189,1,2187,"XGB=/","חָגָב II",,,,,", , , ",,"nmpr",,"Hagab","x",,,,"#N/A","Hagab",,,,,,,,,,,,,,,,,,
,8190,1,2194,"XGJ/","חַגִּי I",,,,,", , , ",,"adjv",,"Haggite","x",,,,"#N/A","Haggite",,,,,,,,,,,,,,,,,,
,8191,1,2197,"XGJH/","חַגִּיָּה ",,,,,", , , ",,"nmpr",,"Haggiah","x",,,,"#N/A","Hagias",,,,,,,,,,,,,,,,,,
,8192,1,2191,"XGWR/","חָגֹור I",,,,,", , , ",,"adjv",,"girded, belted","x",,,,"#N/A","cingido, com cinto",,,,,,,,,,,,,,,,,,
,8193,1,2310,"XJ=/","חַי II",,,,,", , , ",,"subs",,"kinsfolk","x",,,,"#N/A","parentes",,,,,,,,,,,,,,,,,,
,8194,1,2311,"XJ>L/","חִיאֵל ",,,,,", , , ",,"nmpr",,"Hiel","x",,,,"#N/A","Hiel",,,,,,,,,,,,,,,,,,
,8195,1,2335,"XJC/","חִישׁ ",,,,,", , , ",,"subs",,"haste; quickly","x",,,,"#N/A","pressa; rapidamente",,,,,,,,,,,,,,,,,,
,8196,1,2314,"XJH=/","חָיֶה II",,,,,", , , ",,"adjv",,"lively, having the vigour of life","x",,,,"#N/A","vivaz, tendo o vigor da vida",,,,,,,,,,,,,,,,,,
,8197,1,2325,"XJLH/","חִילָה ",,,,,", , , ",,"subs",,"labour-pains","x",,,,"#N/A","dores de parto",,,,,,,,,,,,,,,,,,
,8198,1,2327,"XJLK/","חֵילֵךְ ",,,,,", , , ",,"nmpr",,"Helech","x",,,,"#N/A","Heleque",,,,,,,,,,,,,,,,,,
,8199,1,2326,"XJLZ/","חִילֵז ",,,,,", , , ",,"subs",,,"x",,,,"#N/A","Hilez",,,,,,,,,,,,,,,,,,
,8200,1,2329,"XJN/","חִין ",,,,,", , , ",,"subs",,"<uncertain>","x",,,,"#N/A","(incerto)",,,,,,,,,,,,,,,,,,
,8201,1,2317,"XJWT/","חַיּוּת ",,,,,", , , ",,"subs",,"lifetime","x",,,,"#N/A","vida",,,,,,,,,,,,,,,,,,
,8202,1,2330,"XJY/","חַיִץ ",,,,,", , , ",,"subs",,"wall","x",,,,"#N/A","parede",,,,,,,,,,,,,,,,,,
,8203,1,2341,"XKLJLJ/","חַכְלִילִי ",,,,,", , , ",,"adjv",,"dull","x",,,,"#N/A","maçante",,,,,,,,,,,,,,,,,,
,8204,1,2342,"XKLLWT/","חַכְלִלוּת ",,,,,", , , ",,"subs",,"dullness","x",,,,"#N/A","embotamento",,,,,,,,,,,,,,,,,,
,8205,1,2349,"XL>[","חלא ","i-guttural",,"iii-aleph",,"i-guttural, , iii-aleph, ","i-guttural, iii-aleph","verb","qal","become sick","x",,,,"#N/A","qal: enfermarse;","qal: enfermarse; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: ;","no decision","enfermarse",,,,,,,,,,,,,,,
,8206,1,2354,"XLB==/","חֵלֶב III",,,,,", , , ",,"nmpr",,"Heled","x",,,,"#N/A","Heled",,,,,,,,,,,,,,,,,,
,8207,1,2355,"XLBH/","חֶלְבָּה ",,,,,", , , ",,"nmpr",,"Helbah","x",,,,"#N/A","Helbah",,,,,,,,,,,,,,,,,,
,8208,1,2357,"XLBNH/","חֶלְבָּנָה ",,,,,", , , ",,"subs",,"galbanum <a gum>","x",,,,"#N/A","gálbano (uma goma)",,,,,,,,,,,,,,,,,,
,8209,1,2356,"XLBWN/","חֶלְבֹּון ",,,,,", , , ",,"nmpr",,"Helbon","x",,,,"#N/A","Helbon",,,,,,,,,,,,,,,,,,
,8210,1,2416,"XLC/","חַלָּשׁ ",,,,,", , , ",,"subs",,"the weak","x",,,,"#N/A","o fraco",,,,,,,,,,,,,,,,,,
,8211,1,2359,"XLD=/","חֹלֶד II",,,,,", , , ",,"subs",,"mole-rat?; weasel?","x",,,,"#N/A","rato toupeira?; doninha?",,,,,,,,,,,,,,,,,,
,8212,1,2360,"XLD==/","חֵלֶד III",,,,,", , , ",,"nmpr",,"Heled","x",,,,"#N/A","Heled",,,,,,,,,,,,,,,,,,
,8213,1,2375,"XLJ==/","חֲלִי III",,,,,", , , ",,"nmpr",,"Hali","x",,,,"#N/A","Hali",,,,,,,,,,,,,,,,,,
,8214,1,2376,"XLJH/","חֶלְיָה ",,,,,", , , ",,"subs",,"ornament","x",,,,"#N/A","ornamento",,,,,,,,,,,,,,,,,,
