"section","booklet number (frequency+alphabetic)","Occurrences","absolut alphabetic order","lex","Vocalized lexeme","verbal class 1st cons","verbal class 2nd cons","verbal class 3rd cons","verbal class other","verbal class list with formula","verbal class list witout formula","Part of speech","Verbal stems","Current EN glosses","semantic domain","Vocalized lexeme as in Mitchel (print edition)","Vocalized lexeme as in Mitchel (Logos version)","Mitchel Section","Rational for change","Mitchel non-verb gloss EN","New glosses_with_prioritized displayed meaning of verbs_without_excel_formula_EN","New glosses (verbs:prioritized displayed meaning of verbs) with excel formula EN","meaning fixed","Qal=1 EN","Nifal=2 EN","Piel=3 EN","Pual=4 EN","Hitpael=5 EN","Hifil=6 EN","Hofal=7 EN","Hishtafal=8 EN","Passive qal=9 EN","Etpaal=1 EN","Nitpael=11 EN","Hotpaal=12 EN","Tifal=13 EN","Hitpoal=14 EN","Poal=15 EN","Poel=16 EN"
"sec0403",86,588,1258,"BT/","בַּת I",,,,,", , , ",,"subs",,"daughter",,,,"Mitchel_Sec1.D (729-500)",,"daughter","daughter",,"done",,,,,,,,,,,,,,,,
"sec0423",87,583,7761,"FJM[","שׂים ",,"ii-yod",,,", ii-yod, , ","ii-yod","verb","hif hof qal","set, put",,,,"Mitchel_Sec1.D (729-500)",,,"qal: set, place; hi: set, make into; ho: be put;","qal: set, place; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: set, make into; ho: be put; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","set, place",,,,,"set, make into","be put",,,,,,,,,
"sec0416",88,582,4190,"MJM/","מַיִם ",,,,,", , , ",,"subs",,"water, waters",,,,"Mitchel_Sec1.D (729-500)",,"water, waters","water, waters",,"done",,,,,,,,,,,,,,,,
"sec0414",89,579,3851,"M>H/","מֵאָה I",,,,,", , , ",,"subs",,"hundred",,,,"Mitchel_Sec1.D (729-500)",,"hundred; two hundred (du)","hundred; two hundred (du)",,"done",,,,,,,,,,,,,,,,
"sec0411",90,577,3427,"KH","כֹּה ",,,,,", , , ",,"advb",,"thus, here, now",,,,"Mitchel_Sec1.D (729-500)",,"thus, so","thus, so",,"done",,,,,,,,,,,,,,,,
"sec0415",91,573,3972,"MH","מָה ",,,,,", , , ",,"prin",,"what",,,,"Mitchel_Sec1.C (999-730)",,"what (interr), how (interr)","what (interr), how (interr)",,"done",,,,,,,,,,,,,,,,
"sec0407",92,558,1922,"HR/","הַר I",,,,,", , , ",,"subs",,"mountain, mountainous region",,,,"Mitchel_Sec1.D (729-500)",,"mountain, mountain range","mountain, mountain range",,"done",,,,,,,,,,,,,,,,
"sec0405",93,555,1396,"GWJ/","גֹּוי ",,,,,", , , ",,"subs",,"people, nation",,,,"Mitchel_Sec1.D (729-500)",,"people, nation","people, nation",,"done",,,,,,,,,,,,,,,,
"sec0401",94,553,115,">DM/","אָדָם I",,,,,", , , ",,"subs",,"human being, humanity",,,,"Mitchel_Sec1.D (729-500)",,"man","man",,"done",,,,,,,,,,,,,,,,
"sec0419",95,548,5541,"<BR[","עבר I","i-guttural",,,,"i-guttural, , , ","i-guttural","verb","hif nif piel qal","pass by, pass through, cross; transgress",,,,"Mitchel_Sec1.D (729-500)",,,"qal: pass over, transgress; ni: be crossed; pi: impregnate; make to pass across?; hi: cause to pass, let pass by; sacrifice; remove;","qal: pass over, transgress; qal pass: ; ni: be crossed; pi: impregnate; make to pass across?; pu: ; hit: ; hi: cause to pass, let pass by; sacrifice; remove; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","pass over, transgress","be crossed","impregnate; make to pass across?",,,"cause to pass, let pass by; sacrifice; remove",,,,,,,,,,
"sec0412",96,546,3530,"KN","כֵּן ",,,,,", , , ",,"advb",,"so, thus",,,,"Mitchel_Sec1.D (729-500)",,"thus, so","thus, so",,"done",,,,,,,,,,,,,,,,
"sec0404",97,526,1344,"GDWL/","גָּדֹול ",,,,,", , , ",,"adjv",,"great",,,,"Mitchel_Sec1.D (729-500)",,"great","great",,"done",,,,,,,,,,,,,,,,
"sec0420",98,521,5843,"<MD[","עמד ","i-guttural",,,,"i-guttural, , , ","i-guttural","verb","hif hof qal","take a stand, stand; stop",,,,"Mitchel_Sec1.D (729-500)",,,"qal: take a stand, stand; stop; hi: cause to stand, set, appoint; ho: be set up;","qal: take a stand, stand; stop; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: cause to stand, set, appoint; ho: be set up; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","take a stand, stand; stop",,,,,"cause to stand, set, appoint","be set up",,,,,,,,,
"sec0409",99,506,2465,"XMC/","חָמֵשׁ I",,,,,", , , ",,"subs",,"five",,,,"Mitchel_Sec2.A (499-400)",,"five","five",,"done",,,,,,,,,,,,,,,,
"sec0519",100,505,6856,"QWL/","קֹול ",,,,,", , , ",,"subs",,"sound, voice, call",,,,"Mitchel_Sec2.A (499-400)",,"sound, voice, call","sound, voice, call",,"done",,,,,,,,,,,,,,,,
"sec0425",101,505,8336,"TXT/","תַּחַת I",,,,,", , , ",,"subs",,"under part; under; instead of",,,,"Mitchel_Sec2.A (499-400)",,"beneath, under; instead of","beneath, under; instead of",,"done",,,,,,,,,,,,,,,,
"sec0510",102,500,5097,"NKH[","נכה ","i-nun",,"iii-hey",,"i-nun, , iii-hey, ","i-nun, iii-hey","verb","hif hof nif pual","be smitten",,,,"Mitchel_Sec1.D (729-500)",,,"ni: be hit; pu: be smitten (down); hi: smite; ho: be beaten, be smitten;","qal: ; qal pass: ; ni: be hit; pi: ; pu: be smitten (down); hit: ; hi: smite; ho: be beaten, be smitten; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","H=6",,"be hit",,"be smitten (down)",,"smite","be beaten, be smitten",,,,,,,,,
"sec0515",103,498,6194,"PH/","פֶּה ",,,,,", , , ",,"subs",,"mouth, opening; portion",,,,"Mitchel_Sec2.A (499-400)",,"mouth, opening; portion","mouth, opening; portion",,"done",,,,,,,,,,,,,,,,
"sec0517",104,494,6559,"YWH[","צוה ",,,"iii-hey",,", , iii-hey, ","iii-hey","verb","piel pual","summon, order",,,,"Mitchel_Sec2.A (499-400)",,,"pi: command; pu: be ordered;","qal: ; qal pass: ; ni: ; pi: command; pu: be ordered; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","P=3",,,"command","be ordered",,,,,,,,,,,,
"sec0502",105,492,487,">LP=/","אֶלֶף II",,,,,", , , ",,"subs",,"thousand",,,,"Mitchel_Sec2.A (499-400)",,"thousand","thousand",,"done",,,,,,,,,,,,,,,,
"sec0506",106,492,3099,"JLD[","ילד ","i-waw",,,,"i-waw, , , ","i-waw","verb","hif hit hof nif pasq piel pual qal","bear, bring forth; beget",,,,"Mitchel_Sec2.A (499-400)",,,"qal: bear, bring forth; beget; qal pass: bear, bring forth; beget; ni: be born; pi: help to bring forth; midwife; pu: be born; hit: get one's pedigree declared; hi: cause to bring forth; beget; ho: be born;","qal: bear, bring forth; beget; qal pass: bear, bring forth; beget; ni: be born; pi: help to bring forth; midwife; pu: be born; hit: get one's pedigree declared; hi: cause to bring forth; beget; ho: be born; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","bear, bring forth; beget","be born","help to bring forth; midwife","be born","get one's pedigree declared","cause to bring forth; beget","be born",,"bear, bring forth; beget",,,,,,,
"sec0512",107,490,5623,"<WD/","עֹוד ",,,,,", , , ",,"subs",,"duration; still, once more, besides",,,,"Mitchel_Sec2.A (499-400)",,"yet, still, again","yet, still, again",,"done",,,,,,,,,,,,,,,,
"sec0521",108,490,7532,"CB</","שֶׁבַע I",,,,,", , , ",,"subs",,"seven",,,,"Mitchel_Sec2.A (499-400)",,"seven","seven",,"done",,,,,,,,,,,,,,,,
"sec0516",109,486,6513,"YB>/","צָבָא I",,,,,", , , ",,"subs",,"host; service","Military",,,"Mitchel_Sec2.A (499-400)",,"host; service","host; service",,"done",,,,,,,,,,,,,,,,
"sec0504",110,485,1862,"HJ>","הִיא ",,,,,", , , ",,"prps",,"she",,,,"Mitchel_Sec1.D (729-500)",,"she","she",,"done",,,,,,,,,,,,,,,,
"sec0518",111,469,6833,"QDC/","קֹדֶשׁ I",,,,,", , , ",,"subs",,"holiness, something holy","Attributes and Emotions",,,"Mitchel_Sec2.A (499-400)",,"holy (thing)","holy (thing)",,"done",,,,,,,,,,,,,,,,
"sec0505",112,469,2799,"VWB/","טֹוב I",,,,,", , , ",,"adjv",,"good, pleasant",,,,"Mitchel_Sec1.D (729-500)",,"good (adj); goodness (n)","good (adj); goodness (n)",,"done",,,,,,,,,,,,,,,,
"sec0523",113,468,7971,"CMR[","שׁמר ",,,"iii-guttural",,", , iii-guttural, ","iii-guttural","verb","hit nif piel qal","keep, guard, preserve",,,,"Mitchel_Sec2.A (499-400)",,,"qal: keep watch, guard; ni: be guarded; beware; pi: worship; hit: beware;","qal: keep watch, guard; qal pass: ; ni: be guarded; beware; pi: worship; pu: ; hit: beware; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","keep watch, guard","be guarded; beware","worship",,"beware",,,,,,,,,,,
"sec0503",114,454,679,">RB</","אַרְבַּע ",,,,,", , , ",,"subs",,"four","Numbers",,,"Mitchel_Sec2.A (499-400)",,"four","four",,"done",,,,,,,,,,,,,,,,
"sec0508",115,453,4548,"MY>[","מצא ",,,"iii-aleph",,", , iii-aleph, ","iii-aleph","verb","hif nif qal","find, attain to",,,,"Mitchel_Sec2.A (499-400)",,,"qal: find; ni: be found; hi: present;","qal: find; qal pass: ; ni: be found; pi: ; pu: ; hit: ; hi: present; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","find","be found",,,,"present",,,,,,,,,,
"sec0513",116,438,5640,"<WLM/","עֹולָם ",,,,,", , , ",,"subs",,"ancient time; long time, eternity; forever",,,,"Mitchel_Sec2.A (499-400)",,"ancient time, remote time; long time, forever, eternity","ancient time, remote time; long time, forever, eternity",,"done",,,,,,,,,,,,,,,,
"sec0501",117,438,131,">DNJ/","אֲדֹנָי ",,,,,", , , ",,"nmpr",,"the LORD",,"זוֹכ",,"Mitchel_Sec1.C (999-730)",,"Lord","Lord",,"done",,,,,,,,,,,,,,,,
"sec0511",118,434,5174,"NPL[","נפל ","i-nun",,,,"i-nun, , , ","i-nun","verb","hif hit piel qal","fall, lie",,,,"Mitchel_Sec2.A (499-400)",,,"qal: fall, lie; pi: fall; hit: throw oneself upon, prostrate oneself; hi: cause to fall;","qal: fall, lie; qal pass: ; ni: ; pi: fall; pu: ; hit: throw oneself upon, prostrate oneself; hi: cause to fall; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","fall, lie",,"fall",,"throw oneself upon, prostrate oneself","cause to fall",,,,,,,,,,
"sec0514",119,433,6138,"<TH","עַתָּה ",,,,,", , , ",,"advb",,"now",,,,"Mitchel_Sec2.A (499-400)",,"now","now",,"done",,,,,,,,,,,,,,,,
"sec0520",120,429,7120,"RB/","רַב I",,,,,", , , ",,"adjv",,"much, many; great; enough",,,,"Mitchel_Sec2.A (499-400)",,"much, many (adj); captain, chief (ctxt)","much, many (adj); captain, chief (ctxt)",,"done",,,,,,,,,,,,,,,,
"sec0507",121,423,4177,"MJ","מִי ",,,,,", , , ",,"prin",,"who",,,,"Mitchel_Sec2.A (499-400)",,"who (interr)","who (interr)",,"done",,,,,,,,,,,,,,,,
"sec0509",122,422,4824,"MCPV/","מִשְׁפָּט ",,,,,", , , ",,"subs",,"judgement, decision, case, order",,,,"Mitchel_Sec2.A (499-400)",,"judgment, justice; decision, custom","judgment, justice; decision, custom",,"done",,,,,,,,,,,,,,,,
"sec0522",123,421,7930,"CMJM/","שָׁמַיִם ",,,,,", , , ",,"subs",,"heaven","heavens and earth",,,"Mitchel_Sec2.A (499-400)",,"heaven; sky","heaven; sky",,"done",,,,,,,,,,,,,,,,
"sec0524",124,421,8140,"FR/","שַׂר ",,,,,", , , ",,"subs",,"leader; official",,,,"Mitchel_Sec2.A (499-400)",,"official, leader, prince","official, leader, prince",,"done",,,,,,,,,,,,,,,,
"sec0525",125,418,8293,"TWK/","תָּוֶךְ ",,,,,", , , ",,"subs",,"midst",,,,"Mitchel_Sec2.A (499-400)",,"midst, middle","midst, middle",,"done",,,,,,,,,,,,,,,,
"sec0610",126,412,2617,"XRB/","חֶרֶב I",,,,,", , , ",,"subs",,"sword, dagger",,,,"Mitchel_Sec2.A (499-400)",,"sword, dagger","sword, dagger",,"done",,,,,,,,,,,,,,,,
"sec0606",127,407,950,"BJN/","בַּיִן ",,,,,", , , ",,"subs",,"distance; between",,,,"Mitchel_Sec2.B (399-310)",,"between (prep); interval (n)","between (prep); interval (n)",,"done",,,,,,,,,,,,,,,,
"sec0624",128,406,7471,"C>WL=/","שָׁאוּל II",,,,,", , , ",,"nmpr",,"Saul <the king>; Shaul",,,,"Mitchel_Sec2.A (499-400)",,"Saul","Saul",,"done",,,,,,,,,,,,,,,,
"sec0618",129,404,4873,"N>","נָא ",,,,,", , , ",,"intj",,"now",,,,"Mitchel_Sec2.A (499-400)",,"now; please; pray (particle giving emphasis)","now; please; pray (particle giving emphasis)",,"done",,,,,,,,,,,,,,,,
"sec0614",130,403,3579,"KSP/","כֶּסֶף ",,,,,", , , ",,"subs",,"silver, money",,,,"Mitchel_Sec2.B (399-310)",,"silver, money","silver, money",,"done",,,,,,,,,,,,,,,,
"sec0617",131,401,4602,"MQWM/","מָקֹום ",,,,,", , , ",,"subs",,"standing-place, place, region",,,,"Mitchel_Sec2.B (399-310)",,"place","place",,"done",,,,,,,,,,,,,,,,
"sec0615",132,401,4058,"MZBX/","מִזְבֵּחַ ",,,,,", , , ",,"subs",,"altar","Worship, Law, and Covenant",,,"Mitchel_Sec2.A (499-400)",,"altar","altar",,"done",,,,,,,,,,,,,,,,
"sec0611",133,396,3112,"JM/","יָם ",,,,,", , , ",,"subs",,"sea; west; river",,,,"Mitchel_Sec2.B (399-310)",,"sea; west","sea; west",,"done",,,,,,,,,,,,,,,,
"sec0609",134,389,1992,"ZHB/","זָהָב ",,,,,", , , ",,"subs",,"gold",,,,"Mitchel_Sec2.B (399-310)",,"gold","gold",,"done",,,,,,,,,,,,,,,,
"sec0605",135,378,751,">C/","אֵשׁ I",,,,,", , , ",,"subs",,"fire","Container and Tools",,,"Mitchel_Sec2.B (399-310)",,"fire","fire",,"done",,,,,,,,,,,,,,,,
"sec0622",136,378,7187,"RWX/","רוּחַ I",,,,,", , , ",,"subs",,"breath, wind, spirit",,,,"Mitchel_Sec2.B (399-310)",,"breath, wind, spirit","breath, wind, spirit",,"done",,,,,,,,,,,,,,,,
"sec0613",137,377,3265,"JRD[","ירד ","i-waw","ii-guttural",,,"i-waw, ii-guttural, , ","i-waw, ii-guttural","verb","hif hof qal","go down, descend",,,,"Mitchel_Sec2.B (399-310)",,,"qal: go down, descend; hi: bring down, take down; ho: be brought down, be taken down;","qal: go down, descend; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: bring down, take down; ho: be brought down, be taken down; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","go down, descend",,,,,"bring down, take down","be brought down, be taken down",,,,,,,,,
"sec0607",138,376,1075,"BNH[","בנה ",,,"iii-hey",,", , iii-hey, ","iii-hey","verb","nif qal","build",,,,"Mitchel_Sec2.B (399-310)",,,"qal: build; ni: be built;","qal: build; qal pass: ; ni: be built; pi: ; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","build","be built",,,,,,,,,,,,,,
"sec0619",139,376,4880,"N>M/","נְאֻם ",,,,,", , , ",,"subs",,"utterance",,,,"Mitchel_Sec2.B (399-310)",,"utterance, declaration","utterance, declaration",,"done",,,,,,,,,,,,,,,,
"sec0625",140,374,8041,"C<R/","שַׁעַר I",,,,,", , , ",,"subs",,"gate",,,,"Mitchel_Sec2.B (399-310)",,"gate","gate",,"done",,,,,,,,,,,,,,,,
"sec0620",141,370,4925,"NGD[","נגד ","i-nun",,,,"i-nun, , , ","i-nun","verb","hif hof","make known, tell, report",,,,"Mitchel_Sec2.B (399-310)",,,"hi: make known, tell, report; ho: be reported;","qal: ; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: make known, tell, report; ho: be reported; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","H=6",,,,,,"make known, tell, report","be reported",,,,,,,,,
"sec0608",142,360,1731,"DM/","דָּם ",,,,,", , , ",,"subs",,"blood",,,,"Mitchel_Sec2.B (399-310)",,"blood","blood",,"done",,,,,,,,,,,,,,,,
"sec0604",143,359,578,">NKJ","אָנֹכִי ",,,,,", , , ",,"prps",,"I",,,,"Mitchel_Sec1.B (2199-1000)",,"I","I",,"done",,,,,,,,,,,,,,,,
"sec0612",144,349,3177,"J<QB/","יַעֲקֹב ",,,,,", , , ",,"nmpr",,"Jacob",,,,"Mitchel_Sec2.B (399-310)",,"Jacob","Jacob",,"done",,,,,,,,,,,,,,,,
"sec0603",145,347,169,">HRN/","אַהֲרֹן ",,,,,", , , ",,"nmpr",,"Aaron",,,,"Mitchel_Sec2.B (399-310)",,"Aaron","Aaron",,"done",,,,,,,,,,,,,,,,
"sec0616",146,347,4293,"MLK[","מלך I",,,,"regular",", , , regular","regular","verb","hif hof qal","be, become king, reign",,,,"Mitchel_Sec2.B (399-310)",,,"qal: reign, be king; hi: make king; ho: be made king;","qal: reign, be king; qal pass: ; ni: ; pi: ; pu: ; hit: ; hi: make king; ho: be made king; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","reign, be king",,,,,"make king","be made king",,,,,,,,,
"sec0623",147,347,7335,"R</","רַע I",,,,,", , , ",,"adjv",,"bad, evil, harmful",,,,"Mitchel_Sec1.D (729-500)",,"bad, evil, harmful","bad, evil, harmful",,"done",,,,,,,,,,,,,,,,
"sec0602",148,345,159,">HL/","אֹהֶל I",,,,,", , , ",,"subs",,"tent",,,,"Mitchel_Sec2.B (399-310)",,"tent","tent",,"done",,,,,,,,,,,,,,,,
"sec0621",149,336,5295,"SBJB/","סָבִיב ",,,,,", , , ",,"subs",,"surrounding; round about",,,,"Mitchel_Sec2.B (399-310)",,"circuit, surrounding (n); all around, round about, surrounding (adv)","circuit, surrounding (n); all around, round about, surrounding (adv)",,"done",,,,,,,,,,,,,,,,
"sec0601",150,335,110,">DWN/","אָדֹון I",,,,,", , , ",,"subs",,"lord",,,,"Mitchel_Sec1.C (999-730)",,"lord, master","lord, master",,"done",,,,,,,,,,,,,,,,
"sec0706",151,332,3256,"JR>[","ירא ","i-waw","ii-guttural","iii-aleph",,"i-waw, ii-guttural, iii-aleph, ","i-waw, ii-guttural, iii-aleph","verb","nif piel qal","fear, be afraid",,,,"Mitchel_Sec2.B (399-310)",,,"qal: fear, be afraid; ni: be fearful, be terrible; pi: make afraid;","qal: fear, be afraid; qal pass: ; ni: be fearful, be terrible; pi: make afraid; pu: ; hit: ; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","fear, be afraid","be fearful, be terrible","make afraid",,,,,,,,,,,,,
"sec0718",152,330,5956,"<Y/","עֵץ ",,,,,", , , ",,"subs",,"tree, trees; wood, piece of wood",,,,"Mitchel_Sec2.B (399-310)",,"tree; wood","tree; wood",,"done",,,,,,,,,,,,,,,,
"sec0702",153,327,1226,"BRK[","ברך I",,"ii-guttural",,,", ii-guttural, , ","ii-guttural","verb","hit nif piel pual qal","bless",,,,"Mitchel_Sec2.B (399-310)",,,"qal: bless; ni: bless oneself; pi: bless; pu: be blessed; hit: bless each other, oneself;","qal: bless; qal pass: ; ni: bless oneself; pi: bless; pu: be blessed; hit: bless each other, oneself; hi: ; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","bless","bless oneself","bless","be blessed","bless each other, oneself",,,,,,,,,,,
"sec0707",154,325,3506,"KLJ/","כְּלִי ",,,,,", , , ",,"subs",,"article, utenstil, vessel",,,,"Mitchel_Sec2.B (399-310)",,"vessel, utensil","vessel, utensil",,"done",,,,,,,,,,,,,,,,
"sec0701",155,320,170,">W","אֹו ",,,,,", , , ",,"conj",,"or, or even",,,,"Mitchel_Sec2.B (399-310)",,"or, or even","or, or even",,"done",,,,,,,,,,,,,,,,
"sec0724",156,320,7583,"FDH/","שָׂדֶה ",,,,,", , , ",,"subs",,"open field",,,,"Mitchel_Sec2.B (399-310)",,"open field","open field",,"done",,,,,,,,,,,,,,,,
"sec0717",157,316,5900,"<NH[","ענה I","i-guttural",,"iii-hey",,"i-guttural, , iii-hey, ","i-guttural, iii-hey","verb","hif nif qal","answer, react; testify",,,,"Mitchel_Sec2.B (399-310)",,,"qal: answer; ni: be answered; let oneself be brought to answer; hi: answer?; take heed?;","qal: answer; qal pass: ; ni: be answered; let oneself be brought to answer; pi: ; pu: ; hit: ; hi: answer?; take heed?; ho: ; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","Q=1","answer","be answered; let oneself be brought to answer",,,,"answer?; take heed?",,,,,,,,,,
"sec0719",158,315,6122,"<FRJM/","עֶשְׂרִים ",,,,,", , , ",,"subs",,"twenty; twentieth",,,,"Mitchel_Sec1.C (999-730)",,"twenty; twentieth","twenty; twentieth",,"done",,,,,,,,,,,,,,,,
"sec0714",159,315,4908,"NBJ>/","נָבִיא ",,,,,", , , ",,"subs",,"prophet",,,,"Mitchel_Sec2.B (399-310)",,"prophet","prophet",,"done",,,,,,,,,,,,,,,,
"sec0723",160,313,7343,"R<H/","רָעָה I",,,,,", , , ",,"subs",,"evil, badness; misery",,,,"Mitchel_Sec1.D (729-500)",,"evil, badness; misery","evil, badness; misery",,"done",,,,,,,,,,,,,,,,
"sec0712",161,308,4280,"MLXMH/","מִלְחָמָה ",,,,,", , , ",,"subs",,"battle, war",,,,"Mitchel_Sec2.B (399-310)",,"battle, war","battle, war",,"done",,,,,,,,,,,,,,,,
"sec0722",162,303,6367,"PQD[","פקד ",,,,"regular",", , , regular","regular","verb","hif hit hof hotp nif piel pual qal","visit; take care of; miss; muster; appoint",,,,"Mitchel_Sec2.C (309-270)",,,"qal: visit; take care of; muster; appoint; ni: be missed; be appointed; be visited; pi: muster; pu: be summoned?; be stated?; hit: be mustered; hi: appoint over; betrust to, deposit; ho: be appointed; be deposited; hotpa: be mustered;","qal: visit; take care of; muster; appoint; qal pass: ; ni: be missed; be appointed; be visited; pi: muster; pu: be summoned?; be stated?; hit: be mustered; hi: appoint over; betrust to, deposit; ho: be appointed; be deposited; hst: ; etp: ; nitp: ; hotpa: be mustered; tif: ; hitpo: ; poa: ; poe: .","Q=1","visit; take care of; muster; appoint","be missed; be appointed; be visited","muster","be summoned?; be stated?","be mustered","appoint over; betrust to, deposit","be appointed; be deposited",,,,,"be mustered",,,,
"sec0711",163,300,3849,"M>D/","מְאֹד ",,,,,", , , ",,"subs",,"force, might; very",,,,"Mitchel_Sec2.C (309-270)",,"force, might (n); very, exceedingly (adv)","force, might (n); very, exceedingly (adv)",,"done",,,,,,,,,,,,,,,,
"sec0710",164,298,3774,"LXM/","לֶחֶם I",,,,,", , , ",,"subs",,"bread, food","Food",,,"Mitchel_Sec2.C (309-270)",,"bread, food","bread, food",,"done",,,,,,,,,,,,,,,,
"sec0720",165,297,6136,"<T/","עֵת ",,,,,", , , ",,"subs",,"time, point in time, period","Time and Duration",,,"Mitchel_Sec2.C (309-270)",,"time","time",,"done",,,,,,,,,,,,,,,,
"sec0715",166,297,5344,"SWR[","סור ",,"ii-waw",,,", ii-waw, , ","ii-waw","verb","hif hof piel qal","turn aside, depart",,,,"Mitchel_Sec2.C (309-270)",,,"qal: turn aside; pi: disarrange; hi: take away, remove; ho: be removed;","qal: turn aside; qal pass: ; ni: ; pi: disarrange; pu: ; hit: ; hi: take away, remove; ho: be removed; hst: ; etp: ; nitp: ; hotpa: ; tif: ; hitpo: ; poa: ; poe: .","H=6","turn aside",,"disarrange",,,"take away, remove","be removed",,,,,,,,,
